Name,Path,Repository,Developer,Version,Tag,Commit
,mod/hsuforum,git@github.com:open-lms-open-source/moodle-mod_hsuforum.git,1999 onwards Martin Dougiamas{@link http://moodle.com},2020061100,MOODLE_38_STABLE,2bc3dad76fe336353fd920afdb6f6b7b42f110f2
H5P,mod/hvp,git@github.com:h5p/h5p-moodle-plugin.git,2016 Joubel AS <contact@joubel.com>,2020020500,1.20.2,6d0a8aa7211842c0d89b1cb18300186b04da04d0
Kaltura Media Assignment,mod/kalvidassign,git@github.com:ULCC-QMUL/moodle-mod_kalvidassign.git,(C) 2014 Remote Learner.net Inc http://www.remote-learner.net,2019080436,moodle_36_dev,658137eaed60a90bb0533b3c81336dbc89aed674
Kaltura Video Presentation,mod/kalvidpres,git@github.com:ULCC-QMUL/moodle-mod_kalvidpres.git,(C) 2014 Remote Learner.net Inc http://www.remote-learner.net,2019080436,moodle_36_dev,84234fb5f03315b915138ff69fe4451de4b60584
Kaltura Video Resource,mod/kalvidres,git@github.com:ULCC-QMUL/moodle-mod_kalvidres.git,(C) 2014 Remote Learner.net Inc http://www.remote-learner.net,2019080436,moodle_36_dev,b1c48459929a8b1b5b49190f0be4bf1d0eb2f14d
Lightbox Gallery,mod/lightboxgallery,git@github.com:ULCC-QMUL/moodle-mod_lightboxgallery.git,2014 NetSpot Pty Ltd,2017110901,master,abcf0a94a4f4a889e3eb5b627f7ab0c1d0c7c59a
OU Blog,mod/oublog,git@github.com:moodleou/moodle-mod_oublog.git,,2018032001,,a8d92829216a613b98d4de1fd3a155dd9ed9a5a3
OU wiki,mod/ouwiki,git@github.com:moodleou/moodle-mod_ouwiki.git,2014 The Open University,2017101200,,1344769eac1ff673ee580d88867e5c10e7f895ae
Pearson Custom (Mod),mod/pearson,git@github.com:ULCC-QMUL/moodle-mod_pearson.git,,2017052300,master,6ed9cdd8e5ac69e0eb3a39e7b009880d1e980062
QMEvaluation,mod/qmevaluation,git@github.com:ULCC-QMUL/moodle-mod_qmevaluation.git,,2018110113,master,93a888be594606399cc1691114e8617180f15ad1
Questionnaire,mod/questionnaire,git@github.com:PoetOS/moodle-mod_questionnaire.git,,2020011506,3.8.1,28c4c1c03d5d89d9de23f49f0a4d5d488f1ead20
Acknowledge plagiarism statement access rule,mod/quiz/accessrule/honestycheck,git@github.com:moodleou/moodle-quizaccess_honestycheck.git,2011 The Open University,2018080900,,87622593e37a93d5678da942c8061f3dad68f1c5
Download essay submissions,mod/quiz/report/downloadsubmissions,git@github.com:IITBombayWeb/moodle-quiz_downloadsubmissions.git,2017 IIT Bombay,2020100700,Version-1.1-r2,4d8e289890a29de2a16ef50924a81c7ecbb54430
Fair Allocation,mod/ratingallocate,git@github.com:learnweb/moodle-mod_ratingallocate.git,2014 T ReischmannC Usener,2020111200,master,654e152e1ec9e283178b1d82857853015ffb53d3
Scheduler,mod/scheduler,git@github.com:bostelm/moodle-mod_scheduler.git,2018 Henning Bostelmann and others (see README.txt),2019120300,master,8c9da893c0c48ba142beb486721f1b8717378803
Subpage,mod/subpage,git@github.com:ULCC-QMUL/moodle-mod_subpage.git,2014 The Open University,2018082900,QMU-develop-36,cbc3ca589bc117faf8619501786c75ba4f2dfe56
Tab display,mod/tab,git@github.com:ULCC-QMUL/moodle-mod_tab.git,oohoo.biz,2017121401,develop_34,d2d3bdaebe55a7675c1e1c90dfb6649f1b2e7333
$string[pluginname] = TurningTechnologies,mod/turningtech,git@github.com:ULCC-QMUL/moodle-mod_turningtech.git,Turning Technologies,2019061300,,08091022fd05c90ffd43ec639a5a65efeeb7cecc
Turnitin Assignment 2,mod/turnitintooltwo,git@github.com:turnitin/moodle-mod_turnitintooltwo.git,2012 iParadigms LLC,2021042901,develop,99079007ff1060339e4584bc1af48e8062e0d709
Turnitin plagiarism plugin,plagiarism/turnitin,git@github.com:turnitin/moodle-plagiarism_turnitin.git,2012 iParadigms LLC,2020113001,master,35b5a30ea07dac49a10aee96937acad51f00e7d5
Adaptive adapted for coderunner,question/behaviour/adaptive_adapted_for_coderunner,git@github.com:trampgeek/moodle-qbehaviour_adaptive_adapted_for_coderunner.git,Richard LobbThe University of CanterburyNew Zealand.,2020021100,v1.3.7,c3236ceffac0fbd95f80129f45e68924c783db58
Adaptive mode with hinting,question/behaviour/adaptivehints,git@github.com:ULCC-QMUL/moodle-qbehaviour_adaptivehints.git,2013 Oleg SychevVolgograd State Technical University,2016120500,master,a8c58dc7308733fabf03c6c9fecbda0ad18a5da9
Adaptive mode with hinting (no penalties),question/behaviour/adaptivehintsnopenalties,git@github.com:ULCC-QMUL/moodle-qbehaviour_adaptivehintsnopenalties.git,2013 Oleg SychevVolgograd State Technical University,2016120500,master,8d9b46e4253fa2fc04a3d55aedf043599e17fe4c
Adaptive mode (multi-part questions),question/behaviour/adaptivemultipart,git@github.com:maths/moodle-qbehaviour_adaptivemultipart.git,2012 The Open University,2020103000,master,a873109c016e4bde0f87980db5d74a557be06326
Deferred feedback with CBM and explicit validation,question/behaviour/dfcbmexplicitvaildate,git@github.com:maths/moodle-qbehaviour_dfcbmexplicitvaildate.git,2012 The Open University,2018080600,master,8bbc8fe57cc2b0b071907da312b041ff41315216
Deferred feedback with explicit validation,question/behaviour/dfexplicitvaildate,git@github.com:maths/moodle-qbehaviour_dfexplicitvaildate.git,2012 The Open University,2018080600,master,e372327596e6ab54acee38f90264f2878b652370
Interactive mode with hinting,question/behaviour/interactivehints,git@github.com:ULCC-QMUL/moodle-qbehaviour_interactivehints.git,2013 Oleg SychevVolgograd State Technical University,2016120500,master,11b93c9ea712392bc5f2416a930109f793e591e6
Question managed by a remote engine,question/behaviour/opaque,git@github.com:moodleou/moodle-qbehaviour_opaque.git,2006 The Open University,2018081400,,b8f8a5fe3a619fdf42146a3cc67cdb6398dec866
H5P Content types,question/format/h5p,git@github.com:dthies/moodle-qformat_h5p.git,2020 Daniel Thies <dethies@gmail.com>,2020060900,,3dfb4b6f3f842ca4c078789651e95727e7d43662
Microsoft Word 2010 table format (wordtable),question/format/wordtable,git@github.com:ecampbell/moodle-qformat_wordtable.git,2010-2016 Eoin Campbell,2018080301,,122bf8f7530e180bbcfdcd4a03077c1c9122b1be
Algebra,question/type/algebra,git@github.com:jmvedrine/moodle-qtype_algebra.git,Roger Moore <rwmoore@ualberta.ca>,2019052800,master,cb3ef4ea0cfffb9236951a24defebb7edd0ab0c9
CodeRunner,question/type/coderunner,git@github.com:trampgeek/moodle-qtype_coderunner.git,Richard LobbThe University of CanterburyNew Zealand.,2020080300,v3.7.9,f4489d0a9784de0d8a19156d3a5a15576e163629
Drag-and-Drop Matching,question/type/ddmatch,git@github.com:dualcube/Drag-and-Drop-Matching.git,2007 Adriane Boyd (adrianeboyd@gmail.com),2020071100,master,f7c812416a9150189cbf50f239bee6466451f303
Gapfill,question/type/gapfill,git@github.com:ULCC-QMUL/moodle-qtype_gapfill.git,2013 Marcus Green,2017122301,master,b6c88d800b567eb5bff2e13007fa95b02b808287
All-or-Nothing Multiple Choice,question/type/multichoiceset,git@github.com:jmvedrine/moodle-qtype_multichoiceset.git,1999 onwards Martin Dougiamas{@link http://moodle.com},2019043000,master,6eda99013e26f92f6d3937e39ba05baf9a26d324
Multinumerical,question/type/multinumerical,git@github.com:ndunand/moodle-qtype_multinumerical.git,2013 Université de Lausanne,2018050801,master,6b72bb02152635642686b71c2c84129c0edc7b7a
Opaque,question/type/opaque,git@github.com:moodleou/moodle-qtype_opaque.git,2006 The Open University,2019110900,v2.8,2678362630bff427b2e799db1aa76725d2ec15df
Ordering,question/type/order,git@github.com:ULCC-QMUL/moodle-qtype_order.git,,2014071900,master,cbbe2119548977df01ab512c281f610d33e6182a
Ordering,question/type/ordering,git@github.com:gbateson/moodle-qtype_ordering.git,2013 Gordon Bateson (gordonbateson@gmail.com),2019121400,master,e72bcf9c7effbe0718c0687069ee4990cfec1892
Pattern match,question/type/pmatch,git@github.com:moodleou/moodle-qtype_pmatch.git,2011 The Open University,2019111100,v2.9,0ba659baf63266b62d0ed4c6077f08f2240a09f1
Reverse pattern match,question/type/pmatchreverse,git@github.com:timhunt/moodle-qtype_pmatchreverse.git,2013 Tim Hunt,2019110900,v1.5,3400986b26f25817e9bd379b3eb2b526a5d00a30
POAS abstract question,question/type/poasquestion,git@github.com:ULCC-QMUL/moodle-qtype_poasquestion.git,2012 Oleg SychevVolgograd State Technical University,2016120500,master,d308502fa5613661e65cdcd737a69310d210b067
Assignment Grades,report/assign_grades,git@github.com:ULCC-QMUL/moodle-report_assign_grades.git,2020 onwards Vasileios Sotiras,2020082102,,99a03ac6385ccc9508d3e8c58a280c5117d74859
Export Component Grades,report/componentgrades,git@github.com:pauln/moodle-report_componentgrades.git,2014 Paul Nicholls,2019091300,,3e89142e45a71d0985dee848c3043f1d462782a8
Embedded questions progress,report/embedquestion,git@github.com:ULCC-QMUL/moodle-report_embedquestion.git,2019 The Open University,2019091601,dev,6e5798a58186c8e4804b42787cc376b14d8f70cf
Forum Graph,report/forumgraph,git@github.com:ctchanandy/moodle-report_forumgraph.git,2014-16 Andy Chan <ctchan.andy@gmail.com>,2016081200,Moodle-3.1,a7545dc7d15e139578ab9677158a96b496275ea2
Overview statistics,report/overviewstats,git@github.com:ULCC-QMUL/moodle-report_overviewstatistics.git,2013 David Mudrak <david@moodle.com>,2015060101,master,07a965b2ae5560e3dfced6129a4680fe47b8a38e
QM+ Admin Reports,report/qmplus,git@github.com:ULCC-QMUL/moodle-report_qmplus.git,2015 Queen Mary University of London,2018081200,SEP18,00b54c71a9897a3045e0e86b04d75a149376a741
Evernote,repository/evernote,git@github.com:ULCC-QMUL/moodle-repository_evernote.git,2012 Frédéric Massart,2013113000,master,1962599fc84573a78c1509ff3340e66e6cf2a19b
Office 365,repository/office365,git@github.com:Microsoft/moodle-repository_office365.git,(C) 2014 onwards MicrosoftInc. (http://microsoft.com/),2020020300,,8fa4817763c37ee69dedff935aa583c407a1ba1c
Boost Office365 Teams,theme/boost_o365teams,git@github.com:Microsoft/moodle-theme_boost_o365teams.git,2018 Enovation Solutions,2020020300,v3.8.0.0,6571c940858d4783a4c73e6f4dec18e28cf4fb79
QMUL,theme/qmul,git@github.com:ULCC-QMUL/moodle-theme_qmul.git,2016 Andrew DavidsonSynergy Learning,2019050802,April21,c9bb2e10a4d1ff66eaf135fa0e5320680eaec431
Queen Mary University of London Humanities,theme/qmul_humanities,git@github.com:ULCC-QMUL/moodle-theme_qmul_humanities.git,2016 Andrew DavidsonSynergy Learning,2017042801,,7a16db842ac10d2d0ae247d8424e29e9014ce95e
Queen Mary University of London Learning,theme/qmul_learning,git@github.com:ULCC-QMUL/moodle-theme_qmul_learning.git,2016 Andrew DavidsonSynergy Learning,2017042801,,6bedd782027aed073b4a9fe4813af5d9c05ef99c
Queen Mary University of London lifesciences,theme/qmul_lifesciences,git@github.com:ULCC-QMUL/moodle-theme_qmul_lifesciences.git,2016 Andrew DavidsonSynergy Learning,2017042801,,66a28cdda23b5bac612d394926dc45b5102a8f03
Queen Mary University of London Medicine,theme/qmul_medicine,git@github.com:ULCC-QMUL/moodle-theme_qmul_medicine.git,2016 Andrew DavidsonSynergy Learning,2017042801,,72aa954c3faf71954daf834dc8f9f78d4553a954
Queen Mary University of London Science,theme/qmul_science,git@github.com:ULCC-QMUL/moodle-theme_qmul_science.git,2016 Andrew DavidsonSynergy Learning,2017042801,,cbd8beecaa477ef45400187148aba53fb2758341
Bootstrap Base,theme/synergy_bootstrap,git@github.com:ULCC-QMUL/moodle-theme_synergy_bootstrap.git,2013 Bas Brandswww.basbrands.nl,2013121900,develop,9cceaa093fcaa947e4ea6800e090cce1470ba279
Queen Mary University of London Institute of Paris,theme/ulip,git@github.com:ULCC-QMUL/moodle-theme_ulip,2016 Andrew DavidsonSynergy Learning,2017042801,,edd9e943aa919eb9c0108dafbdc93c1e4db32fd1
Office 365 Connection,user/profile/field/o365,git@github.com:ULCC-QMUL/moodle-profilefield_o365.git,(C) 2014 onwards MicrosoftInc. (http://microsoft.com/),2016062000,master,c5690266d2c0c31017b12c9b34353590293416ca
OpenIDConnect Management,user/profile/field/oidc,git@github.com:ULCC-QMUL/moodle-profilefield_oidc.git,(C) 2014 onwards MicrosoftInc. (http://microsoft.com/),2016062000,master,e8033ebd8069855cbbd969d8b61dd8368ca80b37
