Name,Path,Repository,Developer,Version,Tag,Commit
Coursework coversheet submission,mod/assign/submission/qmcw_coversheet,git@github.com:ULCC-QMUL/moodle-mod-assign-submission_qmcw_coversheet.git,2017 Queen Mary University of London,2018072300,timebox1.1,d01684e4c2e7559293685f3b53b02d9d8197fc5d
Attendance,mod/attendance,git@github.com:danmarsden/moodle-mod_attendance.git,2011 Artem Andreev <andreev.artem@gmail.com>,2018032200,,7c55986d91ef3ccec44c6657f093519554c15d28
Certificate,mod/certificate,git@github.com:markn86/moodle-mod_certificate.git,Mark Nelson <markn@moodle.com>,2016061700,,6828f71d91a86b86cfff189e8599aa362e42b0c2
Checklist,mod/checklist,git@github.com:davosmith/moodle-checklist.git,,2019042600,,9f1ae628fafd717f3becba0116ebf9baf7fa2ef2
Group choice,mod/choicegroup,git@github.com:ndunand/moodle-mod_choicegroup.git,2013-2015 Université de Lausanne,2018070900,,d39923aa78d919859dfdd737f018fb1d189d8488
Collaborate Ultra,mod/collaborate,git@github.com:moodlerooms/moodle-mod_collaborate.git,Copyright (c) 2016 Blackboard Inc. (http://www.blackboard.com),2018080800,,6f65c6f4f8c3bf2583b9cc84178a9b6272c96b5f
Face-to-Face,mod/facetoface,git@github.com:catalyst/moodle-mod_facetoface.git,2014 onwards Catalyst IT <http://www.catalyst-eu.net>,2018110900,,5c9088177e3e313d8ba9b44c14638ed1ffe988d5
ForumNG,mod/forumng,git@github.com:moodleou/moodle-mod_forumng.git,2014 The Open University,2018011800,,08145766ee79d127dbaf4f231546a270b12bdeb3
H5P,mod/hvp,git@github.com:h5p/h5p-moodle-plugin.git,2016 Joubel AS <contact@joubel.com>,2020020500,1.20.2,6d0a8aa7211842c0d89b1cb18300186b04da04d0
Journal,mod/journal,git@github.com:elearningsoftware/moodle-mod_journal.git,,2019011500,,c2bd1ed7e743bdc0535b771fe7a2dd628511b4cf
Kaltura Media Assignment,mod/kalvidassign,git@github.com:ULCC-QMUL/moodle-mod_kalvidassign.git,(C) 2014 Remote Learner.net Inc http://www.remote-learner.net,2019080436,moodle_36_dev,658137eaed60a90bb0533b3c81336dbc89aed674
Kaltura Video Presentation,mod/kalvidpres,git@github.com:ULCC-QMUL/moodle-mod_kalvidpres.git,(C) 2014 Remote Learner.net Inc http://www.remote-learner.net,2019080436,moodle_36_dev,84234fb5f03315b915138ff69fe4451de4b60584
Kaltura Video Resource,mod/kalvidres,git@github.com:ULCC-QMUL/moodle-mod_kalvidres.git,(C) 2014 Remote Learner.net Inc http://www.remote-learner.net,2019080436,moodle_36_dev,b1c48459929a8b1b5b49190f0be4bf1d0eb2f14d
Lightbox Gallery,mod/lightboxgallery,git@github.com:ULCC-QMUL/moodle-mod_lightboxgallery.git,2014 NetSpot Pty Ltd,2017110901,master,abcf0a94a4f4a889e3eb5b627f7ab0c1d0c7c59a
,mod/nln,git@github.com:tonyjbutler/moodle-mod_nln.git,,,master,811fe56b468e913cab47666bcb3cf7d2dcae0dec
OU Blog,mod/oublog,git@github.com:moodleou/moodle-mod_oublog.git,,2018032001,,b03ae1bbeb63d5fe588abe2f8a798e9a70d18bb8
OU wiki,mod/ouwiki,git@github.com:moodleou/moodle-mod_ouwiki.git,2014 The Open University,2017101200,,141cc81b1268b4aa5414f3a7f195ffb2849c168b
Pearson Custom (Mod),mod/pearson,git@github.com:ULCC-QMUL/moodle-mod_pearson.git,,2017052300,master,6ed9cdd8e5ac69e0eb3a39e7b009880d1e980062
QMEvaluation,mod/qmevaluation,git@github.com:ULCC-QMUL/moodle-mod_qmevaluation.git,,2018110113,,fe0ef7394f5a702dded5180ca5d32a5c3c48554f
Questionnaire,mod/questionnaire,git@github.com:PoetOS/moodle-mod_questionnaire.git,,2018110101,3.6.1,9d2e71ebc8d0470bf5f56f3c482398a2d28758df
Acknowledge plagiarism statement access rule,mod/quiz/accessrule/honestycheck,git@github.com:moodleou/moodle-quizaccess_honestycheck.git,2011 The Open University,2018080900,,7d562cb16f365bc0ae1c336cc728f5992cbc40eb
Fair Allocation,mod/ratingallocate,git@github.com:learnweb/moodle-mod_ratingallocate.git,2014 T ReischmannC Usener,2018112900,v3.6-r1,2052b0c328104597a3b26eba5826831debb2b546
Scheduler,mod/scheduler,git@github.com:bostelm/moodle-mod_scheduler.git,2016 Henning Bostelmann and others (see README.txt),2018112700,,435306c86601a0ce51fba83a5250df4d15e3a98e
,mod/subcourse,git@github.com:mudrd8mz/moodle-mod_subcourse.git,2008 David Mudrak <david@moodle.com>,2019020100,v7.2.0,c03d4cb4baf4bbc6da589fa67194c35120d2c85e
Subpage,mod/subpage,git@github.com:ULCC-QMUL/moodle-mod_subpage.git,2014 The Open University,2018082900,QMU-develop-36,cbc3ca589bc117faf8619501786c75ba4f2dfe56
Tab display,mod/tab,git@github.com:ULCC-QMUL/moodle-mod_tab.git,oohoo.biz,2017121401,develop_34,d2d3bdaebe55a7675c1e1c90dfb6649f1b2e7333
$string[pluginname] = TurningTechnologies,mod/turningtech,git@github.com:ULCC-QMUL/moodle-mod_turningtech.git,Turning Technologies,2019061300,,08091022fd05c90ffd43ec639a5a65efeeb7cecc
,mod/turnitintool,git@github.com:turnitin/moodle-mod_turnitintool.git,2012 Turnitin,2018052201,master,223f83bb18f3f0c8787e74dd550c8ed90f7ac296
Turnitin Assignment 2,mod/turnitintooltwo,git@github.com:turnitin/moodle-mod_turnitintooltwo.git,2012 iParadigms LLC,2019070201,^7a38ce09608a7dba0f94b12721ac1a04bd54904a,7a38ce09608a7dba0f94b12721ac1a04bd54904a
Turnitin plagiarism plugin,plagiarism/turnitin,git@github.com:turnitin/moodle-plagiarism_turnitin.git,2012 iParadigms LLC,2019121701,v2019121701,74f979a9fa7efd655d26e7e5749dde3a8fab7ce4
Adaptive mode with hinting,question/behaviour/adaptivehints,git@github.com:ULCC-QMUL/moodle-qbehaviour_adaptivehints.git,2013 Oleg SychevVolgograd State Technical University,2016120500,master,a8c58dc7308733fabf03c6c9fecbda0ad18a5da9
Adaptive mode with hinting (no penalties),question/behaviour/adaptivehintsnopenalties,git@github.com:ULCC-QMUL/moodle-qbehaviour_adaptivehintsnopenalties.git,2013 Oleg SychevVolgograd State Technical University,2016120500,master,8d9b46e4253fa2fc04a3d55aedf043599e17fe4c
Adaptive mode (multi-part questions),question/behaviour/adaptivemultipart,git@github.com:maths/moodle-qbehaviour_adaptivemultipart.git,2012 The Open University,2018080600,^2c4a2061a3024306da27d3aedc1e5fb29d4aef36,2c4a2061a3024306da27d3aedc1e5fb29d4aef36
Deferred feedback with CBM and explicit validation,question/behaviour/dfcbmexplicitvaildate,git@github.com:maths/moodle-qbehaviour_dfcbmexplicitvaildate.git,2012 The Open University,2018080600,master,8bbc8fe57cc2b0b071907da312b041ff41315216
Deferred feedback with explicit validation,question/behaviour/dfexplicitvaildate,git@github.com:maths/moodle-qbehaviour_dfexplicitvaildate.git,2012 The Open University,2018080600,master,e372327596e6ab54acee38f90264f2878b652370
Interactive mode with hinting,question/behaviour/interactivehints,git@github.com:ULCC-QMUL/moodle-qbehaviour_interactivehints.git,2013 Oleg SychevVolgograd State Technical University,2016120500,master,11b93c9ea712392bc5f2416a930109f793e591e6
Question managed by a remote engine,question/behaviour/opaque,git@github.com:moodleou/moodle-qbehaviour_opaque.git,2006 The Open University,2018081400,,df9aaa1eb624e18ae103d2b9aa7bc5fe5acf20ca
Microsoft Word 2010 table format (wordtable),question/format/wordtable,git@github.com:ecampbell/moodle-qformat_wordtable.git,2010-2016 Eoin Campbell,2018080301,,122bf8f7530e180bbcfdcd4a03077c1c9122b1be
Algebra,question/type/algebra,git@github.com:jmvedrine/moodle-qtype_algebra.git,Roger Moore <rwmoore@ualberta.ca>,2019042900,,78e02ce7adc2836c27b08e5ac4df919e420b156e
Gapfill,question/type/gapfill,git@github.com:ULCC-QMUL/moodle-qtype_gapfill.git,2013 Marcus Green,2017122301,master,b6c88d800b567eb5bff2e13007fa95b02b808287
,question/type/jme,git@github.com:jmvedrine/moodle-qtype_jme.git,,,master,9d63b4e9f041d9afe65cb6b8786c4a6391ed5179
All-or-Nothing Multiple Choice,question/type/multichoiceset,git@github.com:jmvedrine/moodle-qtype_multichoiceset.git,1999 onwards Martin Dougiamas{@link http://moodle.com},2018013100,,af2025c09af26238e9402a5d5305041cd5ed4474
Multinumerical,question/type/multinumerical,git@github.com:ndunand/moodle-qtype_multinumerical.git,2013 Université de Lausanne,2018050801,2018050801,67ba647a25d171a593c54951648ae2d33e888cb1
Opaque,question/type/opaque,git@github.com:moodleou/moodle-qtype_opaque.git,2006 The Open University,2018112100,v2.7,de7598529de28d32b49b11f6f797bc0c508c0073
Ordering,question/type/order,git@github.com:ULCC-QMUL/moodle-qtype_order.git,,2014071900,master,cbbe2119548977df01ab512c281f610d33e6182a
Ordering,question/type/ordering,git@github.com:gbateson/moodle-qtype_ordering.git,2013 Gordon Bateson (gordonbateson@gmail.com),2019030689,^13411ef2731841f2e807cbc923c42c044440ca31,13411ef2731841f2e807cbc923c42c044440ca31
Pattern match,question/type/pmatch,git@github.com:moodleou/moodle-qtype_pmatch.git,2011 The Open University,2019032700,,cb6961569c8e29fbf4d3c5483372ba2042feb4bc
Pattern match with molecular editor,question/type/pmatchjme,git@github.com:moodleou/moodle-qtype_pmatchjme.git,2011 The Open University,2018111900,v1.9,4a30fb007f0bf6b20875559922d575c135f67df5
Reverse pattern match,question/type/pmatchreverse,git@github.com:timhunt/moodle-qtype_pmatchreverse.git,2013 Tim Hunt,2018112000,v1.4,f6de3c12355197fc5b07478ec5acf24c821fe537
POAS abstract question,question/type/poasquestion,git@github.com:ULCC-QMUL/moodle-qtype_poasquestion.git,2012 Oleg SychevVolgograd State Technical University,2016120500,master,d308502fa5613661e65cdcd737a69310d210b067
Variable numeric,question/type/varnumeric,git@github.com:moodleou/moodle-qtype_varnumeric.git,2011 The Open University,2018112000,v1.8,5c6c7ac813fd17bd1ae21870e00bd0ad3bd16dbb
Variable numeric set,question/type/varnumericset,git@github.com:moodleou/moodle-qtype_varnumericset.git,2011 The Open University,2018112000,v1.8,4ec7ca66b414baea789585ed3accf75c7733423b
Variable numeric set with units,question/type/varnumunit,git@github.com:moodleou/moodle-qtype_varnumunit.git,2011 The Open University,2018112000,v1.6,a5e972fd0866bad45edf2139f71c39ffa85168a5
Accessibility report,report/allylti,git@github.com:blackboard-open-source/moodle-report_allylti.git,Copyright (c) 2016 Blackboard Inc. (http://www.blackboard.com),2018080801,MR-3.6-MP2,14baca8981392cf806331e96012d5549dab2b78c
Export Component Grades,report/componentgrades,git@github.com:pauln/moodle-report_componentgrades.git,2014 Paul Nicholls,2018090800,,3f2983e12b3d1475a4ba279d0bff15d0fde31540
Embedded questions progress,report/embedquestion,git@github.com:ULCC-QMUL/moodle-report_embedquestion.git,2019 The Open University,2019091601,dev,6e5798a58186c8e4804b42787cc376b14d8f70cf
Forum Graph,report/forumgraph,git@github.com:ctchanandy/moodle-report_forumgraph.git,2014-16 Andy Chan <ctchan.andy@gmail.com>,2016081200,Moodle-3.1,a7545dc7d15e139578ab9677158a96b496275ea2
Overview statistics,report/overviewstats,git@github.com:ULCC-QMUL/moodle-report_overviewstatistics.git,2013 David Mudrak <david@moodle.com>,2015060101,master,07a965b2ae5560e3dfced6129a4680fe47b8a38e
QM+ Admin Reports,report/qmplus,git@github.com:ULCC-QMUL/moodle-report_qmplus.git,2015 Queen Mary University of London,2018081200,,5d0ba2679de9ddd018274d953283e9bec98ee4fd
Evernote,repository/evernote,git@github.com:ULCC-QMUL/moodle-repository_evernote.git,2012 Frédéric Massart,2013113000,master,1962599fc84573a78c1509ff3340e66e6cf2a19b
Office 365,repository/office365,git@github.com:Microsoft/moodle-repository_office365.git,(C) 2014 onwards MicrosoftInc. (http://microsoft.com/),2018120300,MOODLE_36_STABLE,0b76b129d36751785e94432e7a458dc4b8673cd5
Boost Office365 Teams,theme/boost_o365teams,git@github.com:Microsoft/moodle-theme_boost_o365teams.git,2018 Enovation Solutions,2018120300,MOODLE_36_STABLE,b4c36620ca9db239ac31cc61455e187c322630fb
,theme/essential,git@github.com:gjb2048/moodle-theme_essential.git,,,master,23d777433f1c29d0e30e69b266dacb6082132f68
,theme/klass,git@github.com:ULCC-QMUL/moodle-theme_klass.git,,,master,5534b2a6e9cb3ff626fdcfe97b6bd38496db76fd
QMUL,theme/qmul,git@github.com:ULCC-QMUL/moodle-theme_qmul.git,2016 Andrew DavidsonSynergy Learning,2019050801,develop_36,6540a9d413a58e32b9a516cf4de68a24a1911ff2
Queen Mary University of London Humanities,theme/qmul_humanities,git@github.com:ULCC-QMUL/moodle-theme_qmul_humanities.git,2016 Andrew DavidsonSynergy Learning,2017042801,develop_36,fdc3a328dabf68c20a2cd988661278985dd1e16b
Queen Mary University of London Learning,theme/qmul_learning,git@github.com:ULCC-QMUL/moodle-theme_qmul_learning.git,2016 Andrew DavidsonSynergy Learning,2017042801,develop_36,2b94f58ea5704c259ce073f295f55fd5255f4f34
Queen Mary University of London lifesciences,theme/qmul_lifesciences,git@github.com:ULCC-QMUL/moodle-theme_qmul_lifesciences.git,2016 Andrew DavidsonSynergy Learning,2017042801,develop_36,6c108aa0ebcb071c422908d55adcb9f3178662cd
Queen Mary University of London Medicine,theme/qmul_medicine,git@github.com:ULCC-QMUL/moodle-theme_qmul_medicine.git,2016 Andrew DavidsonSynergy Learning,2017042801,develop_36,6a5ef34dc715f8a5d6d2f72dea4abcd08fd67f8d
Queen Mary University of London Science,theme/qmul_science,git@github.com:ULCC-QMUL/moodle-theme_qmul_science.git,2016 Andrew DavidsonSynergy Learning,2017042801,develop_36,e1445725de431337b56414f5df249dc54d0a5ec8
Bootstrap Base,theme/synergy_bootstrap,git@github.com:ULCC-QMUL/moodle-theme_synergy_bootstrap.git,2013 Bas Brandswww.basbrands.nl,2013121900,develop,9cceaa093fcaa947e4ea6800e090cce1470ba279
Queen Mary University of London Institute of Paris,theme/ulip,git@github.com:ULCC-QMUL/moodle-theme_ulip,2016 Andrew DavidsonSynergy Learning,2017042801,develop_36,71fa111ce72eda31a9cfa3242c96537e1e0aaeeb
Office 365 Connection,user/profile/field/o365,git@github.com:ULCC-QMUL/moodle-profilefield_o365.git,(C) 2014 onwards MicrosoftInc. (http://microsoft.com/),2016062000,master,c5690266d2c0c31017b12c9b34353590293416ca
OpenIDConnect Management,user/profile/field/oidc,git@github.com:ULCC-QMUL/moodle-profilefield_oidc.git,(C) 2014 onwards MicrosoftInc. (http://microsoft.com/),2016062000,master,e8033ebd8069855cbbd969d8b61dd8368ca80b37
